data,lat,lon,morti,feriti,zona,ora
2015-06-27,40.34639,18.205,,3,LECCE,03:20
2015-06-27,40.35584,18.19474,,5,LECCE,09:55
2015-06-27,40.34513,18.19998,,,LECCE,14:00
2015-06-27,40.34381,18.15813,,,LECCE,20:00
2015-06-28,40.35628,18.18469,,2,LECCE,10:40
2015-06-29,40.35263,18.19055,,1,LECCE,11:00
2015-06-29,40.36329,18.16675,,2,LECCE,21:30
2015-06-30,40.34789,18.1776,,1,LECCE,15:55
2015-07-01,40.36066,18.16999,,1,LECCE,12:22
2015-07-01,40.35161,18.17361,,,LECCE,13:10
2015-07-01,40.38678,18.30408,,1,LECCE,15:05
2015-07-01,40.34994,18.1789,,3,LECCE,19:40
2015-07-03,40.36607,18.18711,,1,LECCE,08:30
2015-07-03,40.35797,18.12033,,2,LECCE,12:30
2015-07-03,40.34375,18.19624,,2,LECCE,16:50
2015-07-03,40.34948,18.18561,,,LECCE,17:15
2015-07-04,40.35385,18.17969,,1,LECCE,00:15
2015-07-04,40.35426,18.18881,,1,LECCE,16:50
2015-07-04,40.35004,18.17379,,4,LECCE,17:30
2015-07-06,40.34699,18.20365,,1,LECCE,09:30
2015-07-06,40.35605,18.18459,,1,LECCE,13:45
2015-07-06,40.35969,18.1722,,,LECCE,17:00
2015-07-06,40.36012,18.17172,,3,LECCE,17:00
2015-07-07,40.35195,18.18909,,1,LECCE,21:05
2015-07-08,40.35547,18.17763,,,LECCE,16:45
2015-07-09,40.36008,18.17185,,1,LECCE,00:05
2015-07-10,40.34639,18.18347,,1,LECCE,13:40
2015-07-10,40.35263,18.17896,,,LECCE,21:45
2015-07-11,40.34668,18.15922,,,LECCE,01:05
2015-07-11,40.35178,18.18585,,2,LECCE,21:10
2015-07-12,40.35135,18.16446,,,LECCE,17:10
2015-07-13,40.351075,18.187029,,1,LECCE,14:15
2015-07-13,40.36375,18.19354,,1,LECCE,20:50
2015-07-14,40.38614,18.10778,,2,LECCE,09:05
2015-07-14,40.35857,18.1829,,,LECCE,20:00
2015-07-15,40.36865,18.16773,,2,LECCE,02:15
2015-07-15,40.34284,18.17557,,1,LECCE,12:25
2015-07-16,40.35768,18.16771,,1,LECCE,00:35
2015-07-16,40.349,18.17316,,1,LECCE,19:00
2015-07-16,40.35063,18.16354,,,LECCE,20:00
2015-07-18,40.47134,18.17561,,,LECCE,15:30
2015-07-18,40.34822,18.18298,,,LECCE,20:00
2015-07-19,40.45628,18.20542,,,LECCE,10:40
2015-07-19,40.35068,18.16319,,1,LECCE,20:20
2015-07-20,40.35852,18.17063,,,LECCE,18:20
2015-07-21,40.35699,18.16726,,,LECCE,18:45
2015-07-22,40.34442,18.17235,,1,LECCE,11:30
2015-07-22,40.34905,18.16623,,1,LECCE,22:00
2015-07-23,40.38181,18.16871,,2,LECCE,11:10
2015-07-23,40.354338,18.176354,,,LECCE,15:30
2015-07-23,40.41265,18.20249,,1,LECCE,21:30
2015-07-24,40.34599,18.18347,,,LECCE,15:15
2015-07-24,40.35669,18.18746,,1,LECCE,19:10
2015-07-25,40.34559,18.19963,,,LECCE,13:30
2015-07-26,40.34968,18.16286,,3,LECCE,11:15
2015-07-27,40.3459,18.1831,,1,LECCE,09:05
2015-07-28,40.32967,18.16354,,1,LECCE,11:45
2015-07-29,40.34261,18.17565,,1,LECCE,12:10
2015-07-29,40.365677,18.215824,,,LECCE,19:15
2015-07-30,40.34328,18.15896,,,LECCE,18:20
2015-07-30,40.37697,18.212257,,,LECCE,20:35
2015-07-31,40.35899,18.20592,,,LECCE,13:00
2015-07-31,40.47084,18.17595,,,LECCE,23:00
2015-08-01,40.33656,18.17465,,2,LECCE,14:15
2015-08-01,40.47656,18.171,,1,LECCE,16:34
2015-08-02,40.36225,18.17196,,1,LECCE,10:15
2015-08-02,40.3819,18.27502,,1,LECCE,19:00
2015-08-03,40.36401,18.16594,,4,LECCE,10:25
2015-08-03,40.35091,18.18588,,3,LECCE,18:30
2015-08-04,40.34424,18.1575,,1,LECCE,00:58
2015-08-04,40.35076,18.17773,,,LECCE,12:20
2015-08-04,40.3496,18.18552,,2,LECCE,15:25
2015-08-07,40.34257,18.14072,,1,LECCE,19:00
2015-08-08,40.35084,18.16052,,2,LECCE,11:00
2015-08-08,40.355,18.15967,,1,LECCE,19:00
2015-08-08,40.36242,18.17658,,2,LECCE,19:45
2015-08-09,40.34668,18.16645,,,LECCE,08:40
2015-08-10,40.36617,18.18696,,2,LECCE,08:55
2015-08-10,40.36272,18.20516,,1,LECCE,20:25
2015-08-11,40.34869,18.16205,,1,LECCE,08:57
2015-08-11,40.3522,18.18342,,,LECCE,17:40
2015-08-11,40.35914,18.18303,,2,LECCE,18:30
2015-08-13,40.35364,18.1765,,1,LECCE,19:03
2015-08-14,40.34316,18.15908,,1,LECCE,12:30
2015-08-15,40.3415,18.17607,,1,LECCE,01:00
2015-08-15,40.35795,18.16213,,,LECCE,08:30
2015-08-16,40.35917,18.15572,,2,LECCE,16:30
2015-08-17,40.34662,18.16025,,1,LECCE,00:15
2015-08-17,40.35668,18.16732,,,LECCE,11:00
2015-08-17,40.36657,18.20073,,,LECCE,13:30
2015-08-17,40.35969,18.18186,,1,LECCE,20:20
2015-08-17,40.3592,18.16873,,,LECCE,23:00
2015-08-18,40.37255,18.14551,,1,LECCE,15:46
2015-08-18,40.35224,18.17289,,1,LECCE,17:53
2015-08-18,40.37235,18.19428,,1,LECCE,19:05
2015-08-21,40.34757,18.15347,,1,LECCE,11:35
2015-08-21,40.34467,18.14648,,1,LECCE,14:40
2015-08-21,40.35795,18.17911,,,LECCE,20:00
2015-08-23,40.351269,18.175979,,,LECCE,00:00
2015-08-23,40.34319,18.15918,,,LECCE,19:45
2015-08-24,40.34983,18.17906,,1,LECCE,09:20
2015-08-27,40.36012,18.1757,,,LECCE,18:55
2015-08-29,40.38387,18.21816,,1,LECCE,13:15
2015-08-30,40.35271,18.15543,,,LECCE,09:30
2015-08-30,40.35162,18.17485,,1,LECCE,20:25
2015-08-31,40.35065,18.16356,,,LECCE,10:01
2015-09-02,40.36272,18.17513,,1,LECCE,00:00
2015-09-02,40.34485,18.16015,,1,LECCE,09:15
2015-09-04,40.34763,18.16027,,1,LECCE,08:00
2015-09-04,40.36094,18.18853,,,LECCE,10:45
2015-09-05,40.35477,18.15925,,,LECCE,16:40
2015-09-05,40.35581,18.19421,,2,LECCE,17:15
2015-09-06,40.34664,18.16641,,2,LECCE,15:45
2015-09-06,40.45369,18.21647,,1,LECCE,16:30
2015-09-06,40.35443,18.16524,,4,LECCE,19:45
2015-09-07,40.34619,18.18353,,,LECCE,11:30
2015-09-07,40.35595,18.19594,,1,LECCE,16:50
2015-09-08,40.35666,18.18751,,1,LECCE,08:30
2015-09-08,40.34491,18.1228,,1,LECCE,10:45
2015-09-08,40.35644,18.18315,,,LECCE,14:30
2015-09-09,40.35846,18.17328,,,LECCE,10:05
2015-09-09,40.36118,18.17044,,,LECCE,16:50
2015-09-09,40.33449,18.17635,,1,LECCE,18:30
2015-09-09,40.34539,18.1745,,,LECCE,20:15
2015-09-09,40.34638,18.18345,,2,LECCE,20:45
2015-09-10,40.34871,18.16452,,,LECCE,11:05
2015-09-10,40.3534,18.15041,,1,LECCE,20:20
2015-09-12,40.33778,18.16818,,,LECCE,14:30
2015-09-12,40.35206,18.17669,,3,LECCE,23:45
2015-09-14,40.36075,18.15722,,,LECCE,00:40
2015-09-14,40.36809,18.16958,,1,LECCE,12:30
2015-09-14,40.35771,18.18083,,1,LECCE,19:30
2015-09-15,40.35899,18.18297,,1,LECCE,10:00
2015-09-15,40.34424,18.1575,,1,LECCE,14:45
2015-09-15,40.36813,18.1583,,1,LECCE,18:20
2015-09-16,40.34324,18.17777,,1,LECCE,19:55
2015-09-17,40.34033,18.16521,,1,LECCE,02:15
2015-09-17,40.354769,18.155483,,,LECCE,10:55
2015-09-17,40.3554,18.17818,,2,LECCE,12:30
2015-09-18,40.34317,18.17789,,,LECCE,12:20
2015-09-18,40.34699,18.18016,,1,LECCE,13:25
2015-09-19,40.36957,18.16862,,1,LECCE,11:20
2015-09-19,40.36998,18.05794,,5,LECCE,20:15
2015-09-19,40.3475,18.17148,,1,LECCE,23:45
2015-09-20,40.33316,18.12409,,2,LECCE,18:45
2015-09-20,40.35849,18.1538,,1,LECCE,23:30
2015-09-21,40.36159,18.20567,,1,LECCE,12:00
2015-09-21,40.34257,18.14072,,1,LECCE,15:00
2015-09-22,40.36063,18.18662,,1,LECCE,11:30
2015-09-22,40.35336,18.17659,,2,LECCE,16:30
2015-09-23,40.35898,18.17289,,2,LECCE,09:45
2015-09-23,40.34458,18.18266,,1,LECCE,13:50
2015-09-27,40.35387,18.19496,,2,LECCE,12:45
2015-09-27,40.371,18.1508,,3,LECCE,18:55
2015-09-28,40.35418,18.17394,,,LECCE,11:00
2015-09-28,40.35594,18.19593,,1,LECCE,13:10
2015-09-28,40.35848,18.16282,,1,LECCE,15:50
2015-09-29,40.34763,18.18175,,,LECCE,08:05
2015-09-30,40.352035,18.173939,,,LECCE,20:00
2015-09-30,40.33151,18.16625,,,LECCE,21:10
2015-10-01,40.34441,18.17236,,1,LECCE,18:35
2015-10-02,40.36124,18.16993,,1,LECCE,08:05
2015-10-03,40.34445,18.17403,,,LECCE,08:00
2015-10-03,40.3276,18.18625,,1,LECCE,12:10
2015-10-05,40.23897,17.91471,,1,LECCE,11:15
2015-10-06,40.36206,18.17803,,1,LECCE,08:45
2015-10-07,40.34097,18.17632,,1,LECCE,13:25
2015-10-07,40.4249,18.2393,,1,LECCE,17:00
2015-10-09,40.35593,18.15275,,1,LECCE,10:00
2015-10-09,40.3459,18.1662,,,LECCE,18:15
2015-10-10,40.37835,18.15151,,1,LECCE,07:00
2015-10-10,40.34495,18.20418,,,LECCE,10:40
2015-10-11,40.35629,18.158,,,LECCE,00:15
2015-10-11,40.34631,18.17081,,,LECCE,12:45
2015-10-12,40.36232,18.19544,,1,LECCE,10:00
2015-10-12,40.35378,18.2119,,2,LECCE,12:30
2015-10-12,40.3398,18.1603,,2,LECCE,18:40
2015-10-13,40.34756,18.18595,,,LECCE,14:03
2015-10-13,40.36553,18.19503,,2,LECCE,15:10
2015-10-14,40.35284,18.18112,,,LECCE,11:00
2015-10-14,40.34419,18.17009,,1,LECCE,15:25
2015-10-14,40.36973,18.1686,,2,LECCE,18:30
2015-10-15,40.35434,18.16526,,3,LECCE,13:30
2015-10-15,40.36031,18.17405,,,LECCE,13:45
2015-10-15,40.37359,18.17964,,,LECCE,16:20
2015-10-16,40.356945,18.167255,,,LECCE,00:05
2015-10-16,40.34284,18.1738,,,LECCE,09:00
2015-10-16,40.35285,18.21062,,,LECCE,12:23
2015-10-17,40.35808,18.19245,,1,LECCE,15:05
2015-10-18,40.33801,18.15642,,1,LECCE,07:30
2015-10-19,40.34832,18.17319,,,LECCE,08:00
2015-10-19,40.34518,18.20089,,2,LECCE,08:38
2015-10-19,40.35464,18.18521,,1,LECCE,16:15
2015-10-19,40.37557,18.05013,,3,LECCE,18:20
2015-10-20,40.35733,18.16746,,1,LECCE,16:30
2015-10-20,40.34293,18.15938,,,LECCE,18:30
2015-10-21,40.36738,18.21963,,2,LECCE,16:05
2015-10-22,40.35062,18.16355,,1,LECCE,07:50
2015-10-22,40.35064,18.16351,,2,LECCE,17:10
2015-10-23,40.36411,18.14715,,5,LECCE,11:15
2015-10-23,40.35581,18.18135,,,LECCE,15:25
2015-10-23,40.35319,18.1785,,1,LECCE,16:20
2015-10-23,40.35717,18.15949,,1,LECCE,18:00
2015-10-24,40.35871,18.17544,,1,LECCE,01:30
2015-10-24,40.34698,18.15955,,1,LECCE,12:00
2015-10-24,40.38753,18.09308,,3,LECCE,20:45
2015-10-26,40.35441,18.16517,,1,LECCE,10:15
2015-10-26,40.35989,18.18168,,4,LECCE,12:30
2015-10-27,40.36832,18.1728,,,LECCE,13:40
2015-10-27,40.34085,18.16904,,,LECCE,17:35
2015-10-28,40.36211,18.17188,,1,LECCE,12:00
2015-10-28,40.3639,18.17663,,,LECCE,14:15
2015-10-29,40.3445,18.15715,,3,LECCE,15:25
2015-10-31,40.3614,18.17933,,,LECCE,12:20
2015-10-31,40.3364,18.17276,,3,LECCE,14:10
2015-10-31,40.35532,18.18785,,3,LECCE,22:30
2015-11-01,40.36328,18.16817,,,LECCE,00:20
2015-11-02,40.3439,18.20315,,1,LECCE,07:50
2015-11-02,40.36108,18.17998,,1,LECCE,13:45
2015-11-02,40.36081,18.17398,,,LECCE,16:55
2015-11-03,40.35046,18.16359,,,LECCE,13:40
2015-11-03,40.33649,18.17279,,2,LECCE,16:15
2015-11-04,40.37356,18.17392,,2,LECCE,09:25
2015-11-04,40.35062,18.16351,,,LECCE,14:50
2015-11-04,40.33951,18.15725,,1,LECCE,15:30
2015-11-05,40.362737,18.175162,,,LECCE,14:30
2015-11-06,40.36236,18.20086,,1,LECCE,16:17
2015-11-06,40.33909,18.16599,,,LECCE,18:30
2015-11-06,40.35061,18.16352,,,LECCE,21:45
2015-11-08,40.3557,18.16485,,,LECCE,12:00
2015-11-09,40.35125,18.16396,,2,LECCE,00:30
2015-11-10,40.36428,18.19237,,5,LECCE,13:45
2015-11-10,40.33329,18.19488,,3,LECCE,16:20
2015-11-10,40.33005,18.14606,,1,LECCE,23:15
2015-11-13,40.34448,18.14561,,,LECCE,11:45
2015-11-13,40.35571,18.16484,,2,LECCE,22:10
2015-11-14,40.34258,18.17567,,3,LECCE,22:00
2015-11-15,40.40799,18.23039,,1,LECCE,08:10
2015-11-16,40.36016,18.16934,,1,LECCE,11:25
2015-11-19,40.34289,18.15691,,1,LECCE,09:15
2015-11-20,40.35392,18.19111,,1,LECCE,08:05
2015-11-20,40.364754,18.202511,,,LECCE,16:10
2015-11-21,40.34307,18.1779,,,LECCE,09:55
2015-11-21,40.35652,18.19714,,,LECCE,15:20
2015-11-21,40.33936,18.15848,,1,LECCE,17:15
2015-11-23,40.35395,18.18445,,1,LECCE,20:10
2015-11-23,40.35615,18.16386,,,LECCE,23:55
2015-11-24,40.32963,18.16356,,1,LECCE,14:10
2015-11-24,40.36009,18.17169,,1,LECCE,20:30
2015-11-24,40.36226,18.17201,,3,LECCE,20:55
2015-11-24,40.34787,18.17048,,,LECCE,22:55
2015-11-25,40.33294,18.19523,,2,LECCE,11:30
2015-11-25,40.35751,18.1815,,,LECCE,17:10
2015-11-25,40.4319,18.0392,,1,LECCE,22:10
2015-11-26,40.35725,18.16752,,1,LECCE,09:40
2015-11-27,40.36618,18.16231,,,LECCE,10:45
2015-11-27,40.35969,18.17214,,1,LECCE,16:35
2015-11-27,40.35903,18.17467,,3,LECCE,18:25
2015-11-28,40.35159,18.18908,,1,LECCE,13:10
2015-11-28,40.34005,18.16059,,2,LECCE,14:45
2015-11-29,40.37006,18.14641,,6,LECCE,16:50
2015-11-30,40.36117,18.18009,,2,LECCE,11:00
2015-11-30,40.35582,18.13481,,1,LECCE,19:15
2015-12-01,40.34409,18.17507,,2,LECCE,09:55
2015-12-01,40.34873,18.17256,,1,LECCE,17:20
2015-12-01,40.35846,18.16282,,2,LECCE,17:20
2015-12-02,40.34107,18.17458,,2,LECCE,10:00
2015-12-02,40.34621,18.15084,,1,LECCE,16:40
2015-12-03,40.359008,18.183064,,,LECCE,02:20
2015-12-03,40.36416,18.20172,,2,LECCE,09:30
2015-12-03,40.34264,18.15998,,3,LECCE,20:40
2015-12-04,40.35509,18.16632,,1,LECCE,10:10
2015-12-04,40.35775,18.19127,,1,LECCE,22:20
2015-12-05,40.33998,18.136,,1,LECCE,00:30
2015-12-05,40.35157,18.19665,,1,LECCE,11:00
2015-12-05,40.35521,18.17624,,1,LECCE,12:55
2015-12-05,40.36038,18.15755,,1,LECCE,20:30
2015-12-08,40.34903,18.16624,,2,LECCE,22:05
2015-12-09,40.35607,18.17506,,,LECCE,01:45
2015-12-09,40.35397,18.18056,,,LECCE,17:40
2015-12-09,40.35304,18.16435,,1,LECCE,21:00
2015-12-10,40.33404,18.19408,,,LECCE,20:20
2015-12-11,40.35307,18.18833,,1,LECCE,08:40
2015-12-11,40.33735,18.15814,,,LECCE,15:10
2015-12-12,40.35446,18.1765,,2,LECCE,00:20
2015-12-12,40.35191,18.19523,,1,LECCE,08:00
2015-12-12,40.339079,18.166019,,,LECCE,12:00
2015-12-12,40.35938,18.20701,,,LECCE,16:15
2015-12-12,40.35651,18.18352,,1,LECCE,17:30
2015-12-13,40.36518,18.14363,,,LECCE,17:40
2015-12-14,40.35235,18.18591,,2,LECCE,09:10
2015-12-14,40.35772,18.19117,,1,LECCE,17:20
2015-12-15,40.35902,18.18331,,1,LECCE,09:50
2015-12-16,40.41263,18.20242,,1,LECCE,11:50
2015-12-16,40.343,18.20991,,3,LECCE,16:00
2015-12-17,40.35279,18.17981,,,LECCE,19:15
2015-12-19,40.36015,18.16918,,,LECCE,17:20
2015-12-19,40.35655,18.18398,,3,LECCE,23:00
2015-12-20,40.35598,18.17602,,,LECCE,03:30
2015-12-21,40.35605,18.17598,,1,LECCE,04:00
2015-12-21,40.36066,18.16991,,,LECCE,08:20
2015-12-22,40.32362,18.18615,,3,LECCE,08:00
2015-12-22,40.3752,18.19005,,2,LECCE,16:00
2015-12-23,40.36174,18.179,,,LECCE,11:30
2015-12-23,40.35391,18.17739,,,LECCE,15:00
2015-12-23,40.34663,18.18124,,1,LECCE,17:00
2015-12-24,40.36243,18.17662,,2,LECCE,00:50
2015-12-24,40.34869,18.16231,,1,LECCE,20:30
2015-12-25,40.37837,18.26184,,4,LECCE,14:20
2015-12-25,40.33995,18.17847,,1,LECCE,15:40
2015-12-25,40.33991,18.13416,,6,LECCE,17:45
2015-12-25,40.35063,18.16351,,6,LECCE,20:50
2015-12-26,40.35552,18.1795,,2,LECCE,03:50
2015-12-27,40.35383,18.17959,,2,LECCE,13:30
2015-12-28,40.34753,18.16062,,,LECCE,15:30
2015-12-28,40.35992,18.18182,,3,LECCE,22:30
2015-12-29,40.37271,18.18755,,,LECCE,15:30
2015-12-30,40.32614,18.15389,,1,LECCE,13:25
2015-12-30,40.34716,18.15373,,1,LECCE,16:30
2015-12-31,40.36059,18.18665,,1,LECCE,20:15
2016-01-01,40.38193,18.2751,,1,LECCE,01:30
2016-01-01,40.36531,18.14369,,2,LECCE,13:55
2016-01-01,40.36552,18.14329,,,LECCE,13:55
2016-01-01,40.35607,18.17506,,,LECCE,21:25
2016-01-03,40.3538,18.17965,,,LECCE,11:20
2016-01-04,40.34946,18.16216,,,LECCE,11:40
2016-01-04,40.3495,18.16544,,1,LECCE,14:13
2016-01-04,40.32628,18.14658,,,LECCE,15:50
2016-01-04,40.3332,18.13373,,2,LECCE,17:45
2016-01-05,40.3537,18.17743,,1,LECCE,16:30
2016-01-05,40.3475,18.17149,,2,LECCE,22:45
2016-01-06,40.37276,18.14887,,,LECCE,16:40
2016-01-06,40.34903,18.1742,,,LECCE,17:30
2016-01-07,40.35158,18.16311,,1,LECCE,09:00
2016-01-07,40.34501,18.17455,,1,LECCE,15:45
2016-01-07,40.35195,18.16112,,1,LECCE,20:45
2016-01-08,40.3581,18.16808,,1,LECCE,14:25
2016-01-09,40.3606,18.19843,,,LECCE,01:05
2016-01-09,40.36289,18.16736,,2,LECCE,08:15
2016-01-11,40.34477,18.18349,,1,LECCE,07:40
2016-01-11,40.35054,18.18119,,1,LECCE,09:50
2016-01-11,40.35176,18.1766,,1,LECCE,09:55
2016-01-11,40.35019,18.15217,,2,LECCE,15:45
2016-01-12,40.34058,18.17203,,,LECCE,07:45
2016-01-12,40.36349,18.19843,,2,LECCE,14:45
2016-01-12,40.37987,18.11688,,1,LECCE,20:00
2016-01-13,40.35216,18.17869,,,LECCE,11:55
2016-01-13,40.34447,18.14562,,1,LECCE,13:25
2016-01-13,40.36056,18.19289,,2,LECCE,15:00
2016-01-13,40.3637,18.14296,,1,LECCE,18:45
2016-01-14,40.3519,18.1611,,1,LECCE,18:00
2016-01-15,40.35564,18.13415,,1,LECCE,02:30
2016-01-15,40.36593,18.20401,,1,LECCE,12:30
2016-01-15,40.35678,18.18481,,1,LECCE,21:50
2016-01-16,40.359,18.20362,,,LECCE,11:15
2016-01-17,40.36446,18.22054,,,LECCE,11:15
2016-01-18,40.36432,18.18515,,1,LECCE,10:50
2016-01-19,40.33771,18.12757,,3,LECCE,08:30
2016-01-19,40.34695,18.18784,,1,LECCE,09:30
2016-01-19,40.35264,18.18582,,,LECCE,12:30
2016-01-19,40.35132,18.17859,,,LECCE,16:50
2016-01-19,40.34392,18.17911,,1,LECCE,19:15
2016-01-20,40.34781,18.1585,,,LECCE,18:00
2016-01-21,40.36184,18.15763,,,LECCE,20:30
2016-01-23,40.3383,18.12711,,1,LECCE,16:55
2016-01-24,40.33965,18.17872,,1,LECCE,01:45
2016-01-24,40.34383,18.20677,,,LECCE,18:15
2016-01-24,40.34784,18.18485,,,LECCE,23:30
2016-01-25,40.36222,18.1719,,1,LECCE,11:00
2016-01-26,40.36365,18.14838,,1,LECCE,08:45
2016-01-26,40.35994,18.16684,,,LECCE,17:42
2016-01-27,40.337,18.16791,,1,LECCE,08:00
2016-01-27,40.383,18.18624,,,LECCE,13:27
2016-01-28,40.37478,18.17695,,,LECCE,10:40
2016-01-28,40.38787,18.16755,,2,LECCE,13:15
2016-01-28,40.36264,18.18644,,1,LECCE,17:45
2016-01-29,40.33648,18.17468,,1,LECCE,12:30
2016-01-29,40.34711,18.15963,,1,LECCE,19:15
2016-01-30,40.34893,18.17259,,2,LECCE,18:28
2016-01-31,40.3339,18.15418,,1,LECCE,17:45
2016-01-31,40.35914,18.16686,,,LECCE,17:50
2016-02-01,40.35434,18.19114,,1,LECCE,12:15
2016-02-01,40.35507,18.17954,,1,LECCE,16:50
2016-02-02,40.35501,18.16605,,1,LECCE,12:10
2016-02-03,40.34886,18.18319,,1,LECCE,08:00
2016-02-03,40.34751,18.16067,,1,LECCE,16:45
2016-02-04,40.34617,18.17609,,,LECCE,11:30
2016-02-04,40.35123,18.16397,,1,LECCE,11:45
2016-02-04,40.33916,18.17597,,,LECCE,14:55
2016-02-05,40.44937,18.18903,,,LECCE,10:45
2016-02-06,40.3557,18.1915,,1,LECCE,15:30
2016-02-07,40.33713,18.17802,,1,LECCE,03:30
2016-02-07,40.35059,18.16356,,1,LECCE,09:30
2016-02-08,40.35076,18.16331,,,LECCE,22:05
2016-02-09,40.35778,18.1913,,,LECCE,16:03
2016-02-10,40.34749,18.17149,,2,LECCE,12:15
2016-02-10,40.32487,18.18587,,,LECCE,12:30
2016-02-11,40.35552,18.18267,,1,LECCE,13:10
2016-02-11,40.368,18.20236,,2,LECCE,13:45
2016-02-12,40.35058,18.18119,,,LECCE,10:00
2016-02-12,40.37815,18.12283,,,LECCE,15:10
2016-02-13,40.35319,18.1785,,3,LECCE,01:30
2016-02-13,40.35206,18.19967,,,LECCE,14:40
2016-02-14,40.35421,18.182,,1,LECCE,12:45
2016-02-15,40.35593,18.19596,,,LECCE,09:20
2016-02-15,40.35067,18.16354,,,LECCE,11:30
2016-02-15,40.36115,18.17052,,2,LECCE,20:40
2016-02-16,40.3582,18.16149,,,LECCE,20:00
2016-02-17,40.3338,18.13249,,,LECCE,11:15
2016-02-17,40.34207,18.15863,,,LECCE,23:00
2016-02-18,40.35497,18.18295,,2,LECCE,14:10
2016-02-18,40.36243,18.17662,,,LECCE,19:00
2016-02-18,40.34608,18.18322,,2,LECCE,22:30
2016-02-19,40.33471,18.14956,,1,LECCE,22:15
2016-02-24,40.35373,18.17842,,1,LECCE,19:40
2016-02-25,40.33524,18.19825,,2,LECCE,13:25
2016-02-25,40.35744,18.19523,,1,LECCE,20:40
2016-02-26,40.35276,18.17981,,,LECCE,11:30
2016-02-26,40.34826,18.183,,1,LECCE,18:00
2016-02-26,40.35438,18.1763,,,LECCE,18:30
2016-02-29,40.34009,18.13595,,1,LECCE,07:05
2016-02-29,40.35922,18.16873,,1,LECCE,11:45
2016-02-29,40.3596,18.18472,,2,LECCE,13:50
2016-03-01,40.35789,18.16424,,1,LECCE,08:30
2016-03-02,40.34293,18.17799,,,LECCE,15:00
2016-03-02,40.34895,18.15903,,,LECCE,20:00
2016-03-03,40.36422,18.20187,,,LECCE,08:05
2016-03-03,40.3471,18.16133,,1,LECCE,11:25
2016-03-03,40.35723,18.16749,,2,LECCE,14:50
2016-03-03,40.33641,18.17151,,,LECCE,15:25
2016-03-04,40.45354,18.20068,,,LECCE,21:45
2016-03-06,40.3506,18.16351,,4,LECCE,02:40
2016-03-07,40.35593,18.176,,,LECCE,01:49
2016-03-07,40.356956,18.167383,,,LECCE,10:30
2016-03-07,40.35399,18.18145,,,LECCE,17:25
2016-03-08,40.34663,18.18124,,1,LECCE,12:05
2016-03-08,40.33988,18.13446,,3,LECCE,17:40
2016-03-09,40.35674,18.16735,,1,LECCE,11:30
2016-03-11,40.34964,18.16288,,1,LECCE,18:20
2016-03-11,40.34259,18.17566,,,LECCE,21:15
2016-03-12,40.34867,18.15921,,,LECCE,11:00
2016-03-12,40.35862,18.18293,,1,LECCE,16:10
2016-03-13,40.36342,18.17182,,1,LECCE,12:40
2016-03-13,40.36283,18.18344,,1,LECCE,22:35
2016-03-14,40.34782,18.1849,,,LECCE,12:00
2016-03-14,40.34294,18.17361,,,LECCE,13:35
2016-03-14,40.38289,18.27908,,1,LECCE,19:50
2016-03-14,40.35234,18.16393,,3,LECCE,20:15
2016-03-15,40.35707,18.17366,,1,LECCE,08:20
2016-03-15,40.36396,18.17669,,4,LECCE,12:30
2016-03-15,40.35615,18.19865,,2,LECCE,12:30
2016-03-15,40.38637,18.18214,,,LECCE,18:10
2016-03-16,40.38613,18.10184,,4,LECCE,08:15
2016-03-16,40.35666,18.18416,,,LECCE,08:15
2016-03-16,40.35293,18.16227,,2,LECCE,11:55
2016-03-16,40.36106,18.1701,,1,LECCE,14:50
2016-03-16,40.3541,18.18299,,,LECCE,16:20
2016-03-16,40.35296,18.1831,,,LECCE,20:20
2016-03-17,40.34666,18.16641,,,LECCE,10:15
2016-03-18,40.35539,18.19488,,,LECCE,10:25
2016-03-18,40.34749,18.1715,,2,LECCE,16:30
2016-03-19,40.34976,18.1615,,1,LECCE,02:00
2016-03-19,40.35271,18.17854,,,LECCE,10:30
2016-03-19,40.35833,18.18302,,3,LECCE,13:02
2016-03-19,40.35993,18.16685,,,LECCE,13:05
2016-03-20,40.35845,18.19095,,1,LECCE,13:40
2016-03-20,40.36188,18.1689,,1,LECCE,16:55
2016-03-21,40.3704,18.15965,,,LECCE,13:30
2016-03-21,40.36486,18.16956,,,LECCE,16:50
2016-03-21,40.34223,18.1254,,1,LECCE,19:55
2016-03-22,40.36312,18.19636,,,LECCE,13:30
2016-03-24,40.36225,18.17713,,1,LECCE,03:00
2016-03-24,40.35077,18.16337,,1,LECCE,08:00
2016-03-24,40.3505,18.1481,,2,LECCE,11:45
2016-03-24,40.35654,18.18395,,2,LECCE,20:30
2016-03-25,40.35202,18.18898,,1,LECCE,09:50
2016-03-26,40.34273,18.17367,,,LECCE,10:45
2016-03-26,40.34787,18.17048,,1,LECCE,12:30
2016-03-26,40.3596,18.19387,,,LECCE,18:15
2016-03-27,40.35666,18.18428,,,LECCE,16:35
2016-03-27,40.35708,18.16755,,1,LECCE,22:00
2016-03-28,40.39437,18.2706,1,,LECCE,16:00
2016-03-29,40.35676,18.16717,,,LECCE,11:00
2016-03-29,40.34859,18.16696,,,LECCE,12:45
2016-03-29,40.35067,18.1635,,,LECCE,20:30
2016-03-30,40.33998,18.17676,,1,LECCE,09:30
2016-03-30,40.3529,18.18113,,,LECCE,12:55
2016-03-30,40.35804,18.15479,,,LECCE,19:20
