data,lat,lon,decessi,feriti,localita,ora,numero_incidenti,mese
2023-09-24,45.47157,9.17311,0,0,Incrocio Via Mazzini/Via Verdi,13:45,1,09
2023-02-05,45.4577,9.18402,0,1,Viale Europa,16:15,1,02
2023-07-14,45.47169,9.20439,0,0,Viale dei Tigli,12:15,1,07
2023-02-17,45.47223,9.18136,0,1,Rotatoria Stazione,19:30,1,02
2023-04-03,45.45863,9.17578,0,4,Via dei Mille,03:45,1,04
2023-03-06,45.45802,9.18297,0,0,Piazza San Marco,14:00,1,03
2023-12-13,45.45542,9.18167,0,2,Piazza San Marco,15:30,1,12
2023-07-04,45.45473,9.18485,0,0,Rotatoria Stazione,20:30,1,07
2023-08-24,45.45649,9.20059,0,1,Via Manzoni,13:45,1,08
2023-07-03,45.47136,9.17666,0,0,Rotatoria Stazione,16:45,1,07
2023-02-16,45.47163,9.19903,0,0,Tangenziale Nord,14:45,1,02
2023-01-23,45.46176,9.20433,0,0,Via Roma,10:30,1,01
2023-12-09,45.46756,9.17705,0,3,Centro storico,12:30,1,12
2023-03-28,45.45677,9.18803,0,3,Via dei Mille,15:45,1,03
2023-09-24,45.4715,9.20558,0,0,Via dei Mille,16:15,1,09
2023-01-18,45.47478,9.19416,0,1,Centro storico,20:15,1,01
2023-12-02,45.47565,9.19522,0,2,Via Roma,10:30,1,12
2023-06-04,45.4629,9.18695,0,1,Viale Europa,20:45,1,06
2023-12-12,45.46587,9.19215,0,3,Via Manzoni,03:00,1,12
2023-07-28,45.46494,9.1945,0,0,Via XX Settembre,12:00,1,07
2023-01-03,45.47455,9.17519,0,1,Rotatoria Stazione,10:45,1,01
2023-06-28,45.46383,9.19163,0,1,Incrocio Via Mazzini/Via Verdi,04:30,1,06
2023-02-01,45.46128,9.18785,0,0,Strada Provinciale 5,17:00,1,02
2023-05-22,45.47424,9.1775,0,0,Via Garibaldi,11:45,1,05
2023-10-23,45.45575,9.1848,0,0,Via Roma,20:45,1,10
2023-11-23,45.46455,9.17284,0,0,Viale dei Tigli,10:45,1,11
2024-02-14,45.45492,9.18954,0,2,Centro storico,02:00,1,02
2024-11-25,45.46522,9.19007,0,0,Via dei Mille,00:45,1,11
2024-09-24,45.45832,9.1916,0,0,Piazza San Marco,19:15,1,09
2024-02-03,45.4679,9.20186,0,1,Strada Provinciale 5,00:45,1,02
2024-03-09,45.46113,9.18515,0,2,Tangenziale Nord,23:30,1,03
2024-02-26,45.46439,9.18463,0,4,Piazza San Marco,16:45,1,02
2024-04-24,45.45897,9.19855,0,0,Via Roma,15:30,1,04
2024-12-17,45.46578,9.18289,0,0,Via dei Mille,18:15,1,12
2024-05-13,45.46462,9.18018,0,2,Viale Europa,17:30,1,05
2024-03-20,45.46823,9.17281,0,0,Strada Provinciale 5,18:00,1,03
2024-01-25,45.46075,9.18957,0,1,Via Garibaldi,14:30,1,01
2024-02-10,45.45628,9.17772,0,1,Via Garibaldi,08:00,1,02
2024-02-18,45.47139,9.19973,1,0,Via XX Settembre,22:45,1,02
2024-06-23,45.45858,9.19273,0,2,Viale Europa,12:30,1,06
2024-08-23,45.458,9.20606,0,0,Via Manzoni,13:45,1,08
2024-02-22,45.45225,9.19509,0,3,Via dei Mille,04:45,1,02
2024-07-27,45.46164,9.18876,0,0,Via XX Settembre,10:15,1,07
2024-10-02,45.46587,9.1739,0,0,Incrocio Via Mazzini/Via Verdi,15:30,1,10
2024-12-13,45.47316,9.17989,0,1,Via Manzoni,16:15,1,12
2024-07-03,45.46992,9.17682,0,0,Via dei Mille,09:15,1,07
2024-10-24,45.46138,9.19597,0,2,Incrocio Via Mazzini/Via Verdi,08:15,1,10
2024-12-18,45.46613,9.20106,0,1,Piazza San Marco,13:15,1,12
2024-05-28,45.47397,9.19345,0,0,Via XX Settembre,23:30,1,05
2024-05-17,45.45822,9.17789,0,2,Incrocio Via Mazzini/Via Verdi,14:15,1,05
2024-09-23,45.4723,9.18743,0,1,Centro storico,05:15,1,09
2024-03-14,45.46849,9.20255,0,0,Tangenziale Nord,17:00,1,03
2024-10-24,45.47469,9.19644,0,0,Via XX Settembre,07:45,1,10
2024-09-27,45.46668,9.18312,0,2,Rotatoria Stazione,23:30,1,09
2024-11-13,45.46571,9.1949,0,0,Viale dei Tigli,12:30,1,11
2024-10-16,45.4552,9.18158,0,1,Tangenziale Nord,16:15,1,10
2024-11-01,45.46947,9.20683,0,1,Via Garibaldi,22:00,1,11
2024-03-06,45.46158,9.19546,0,1,Viale dei Tigli,12:45,1,03
2024-08-16,45.46987,9.20677,0,0,Via XX Settembre,21:15,1,08
2024-04-13,45.46166,9.20495,0,1,Tangenziale Nord,17:30,1,04
2024-12-23,45.46066,9.18491,0,1,Viale Europa,03:30,1,12
2024-11-09,45.46289,9.18409,0,0,Piazza San Marco,09:30,1,11
2024-12-15,45.46407,9.2028,2,2,Via Roma,02:30,1,12
2024-03-06,45.47188,9.1941,0,2,Via Roma,09:45,1,03
2024-03-08,45.45786,9.18189,0,1,Via XX Settembre,23:45,1,03
2024-09-26,45.45411,9.19788,0,0,Strada Provinciale 5,03:30,1,09
2024-04-19,45.47544,9.18185,0,2,Via Roma,14:30,1,04
2024-08-12,45.46889,9.20432,0,0,Via XX Settembre,21:45,1,08
2024-10-06,45.46478,9.20388,0,2,Piazza San Marco,05:45,1,10
2024-11-15,45.46799,9.18343,0,3,Centro storico,23:00,1,11
2024-01-05,45.46009,9.20452,1,1,Rotatoria Stazione,04:15,1,01
2024-02-11,45.46132,9.20692,0,0,Tangenziale Nord,09:15,1,02
2024-01-15,45.47287,9.1968,1,1,Via Roma,17:30,1,01
2024-03-18,45.45479,9.18913,0,1,Via XX Settembre,06:15,1,03
2024-08-28,45.4655,9.17319,0,2,Strada Provinciale 5,07:45,1,08
2024-10-03,45.45816,9.17546,2,1,Via Manzoni,19:45,1,10
2024-09-08,45.47125,9.17302,0,1,Viale dei Tigli,05:45,1,09
2024-04-10,45.46043,9.20233,0,0,Via Garibaldi,01:45,1,04
2024-12-23,45.47322,9.1893,1,1,Centro storico,00:30,1,12
2024-01-17,45.46061,9.19925,0,2,Tangenziale Nord,22:00,1,01
2024-11-28,45.46006,9.18642,0,1,Rotatoria Stazione,23:00,1,11
2024-09-09,45.46933,9.19535,0,0,Viale dei Tigli,18:45,1,09
2024-08-02,45.45468,9.19239,0,0,Incrocio Via Mazzini/Via Verdi,23:15,1,08
2024-04-01,45.46824,9.2005,0,1,Viale Europa,06:45,1,04
2024-04-05,45.46127,9.17853,0,1,Viale Europa,23:00,1,04
2024-12-06,45.46076,9.18082,0,1,Via Garibaldi,05:00,1,12
2024-09-12,45.45626,9.17317,0,0,Centro storico,04:00,1,09
2024-04-14,45.47463,9.20469,0,2,Strada Provinciale 5,11:00,1,04
2024-02-17,45.46653,9.20707,0,0,Incrocio Via Mazzini/Via Verdi,00:45,1,02
2024-01-07,45.4691,9.20234,0,0,Via Garibaldi,19:30,1,01
2024-11-25,45.45343,9.18733,0,2,Rotatoria Stazione,02:30,1,11
2024-06-16,45.46748,9.18837,0,0,Via Garibaldi,12:30,1,06
2024-06-06,45.45635,9.17274,0,1,Tangenziale Nord,11:15,1,06
2024-10-01,45.45309,9.19072,0,0,Via dei Mille,06:45,1,10
2024-01-18,45.46172,9.19444,1,1,Piazza San Marco,09:15,1,01
2024-05-27,45.4726,9.17935,0,2,Centro storico,21:00,1,05
2024-06-20,45.45639,9.19504,0,1,Via dei Mille,23:30,1,06
2024-01-14,45.45402,9.18887,0,0,Strada Provinciale 5,12:15,1,01
2024-10-01,45.46801,9.19454,0,0,Via Garibaldi,14:45,1,10
2024-07-17,45.47029,9.19239,0,1,Rotatoria Stazione,02:30,1,07
2024-06-13,45.46211,9.18081,0,0,Via XX Settembre,14:30,1,06
2024-09-26,45.4607,9.18738,0,0,Strada Provinciale 5,15:45,1,09
2024-01-27,45.46067,9.18353,0,0,Rotatoria Stazione,06:15,1,01
2024-06-20,45.47168,9.20582,0,1,Via dei Mille,00:15,1,06
2024-11-14,45.47379,9.17533,0,4,Centro storico,18:15,1,11
2024-09-09,45.46495,9.18575,0,0,Tangenziale Nord,01:30,1,09
2024-10-23,45.45966,9.19444,2,0,Viale Europa,20:30,1,10
2024-12-05,45.46314,9.17259,1,2,Strada Provinciale 5,07:45,1,12
2024-05-21,45.46205,9.18446,0,0,Via Garibaldi,10:30,1,05
2024-04-13,45.46258,9.20332,0,1,Rotatoria Stazione,07:30,1,04
2024-10-09,45.46963,9.18765,0,0,Via XX Settembre,01:30,1,10
2024-04-04,45.4533,9.19171,0,2,Via dei Mille,20:45,1,04
2024-04-02,45.46991,9.20669,0,0,Strada Provinciale 5,12:30,1,04
2024-07-24,45.46539,9.19772,1,0,Via Manzoni,12:00,1,07
2024-06-02,45.45973,9.18394,0,1,Incrocio Via Mazzini/Via Verdi,13:30,1,06
